ID Client,Nom du Client,Prénoms du Client,Date de Naissance,Date d’Entrée en Relation,Adresse Postale,Ville,Pays,Continent,Numéro de Téléphone,Code Postal,Email
451,Brunet,Jules,1941-02-20,2012-05-26,"5, boulevard Michelle Maurice",TessierBourg,France,Europe,05 98 44 56 71,69869,tlombard@tele2.fr
452,Boyer,Jules,2004-07-11,2018-06-03,"68, boulevard Thomas Mercier",Launaynec,France,Europe,05 14 76 95 54,74134,therese22@jourdan.com
453,Collin,Paul,1955-12-30,2012-06-13,"96, rue de Bouchet",Vincent,France,Europe,0175880319,04234,bernadettefischer@orange.fr
454,Monnier,Alfred,1970-10-16,2017-04-15,boulevard Blondel,Sainte Yves,France,Europe,0808027712,21364,rmace@gros.com
455,Blanchard,Joséphine,1950-11-21,2011-11-15,"17, rue de Gomes",Lacombe,France,Europe,,66427,xaviermorvan@tele2.fr
456,Guillon,Marc,1950-03-20,2014-03-06T14:30:56.287485,"9, chemin Agathe Masson",Roger,France,Europe,+33 (0)2 71 12 94 29,60681,patrickmuller@torres.net
457,Imbert,Édith,1946-02-25,2020-03-11,"39, rue Guérin",Charriernec,France,Europe,,89922,elise28@legrand.com
458,Guibert,Lorraine,1966-12-14,2021-02-27,"934, rue de Ollivier",Julien,France,Europe,0130186616,09067,thierry28@barbier.net
459,Daniel,Jeanne,1962-10-16,2016-11-20,"4, chemin Vasseur",GomesBourg,France,Europe,,70761,agathe15@club-internet.fr
460,Leleu,Emmanuel,1954-09-05,2021-08-04,rue de Delahaye,Bousquetnec,France,Europe,08 00 11 02 65,21462,gilbertchauvet@sfr.fr
461,Raynaud,Brigitte,1962-07-05,2022-05-03,"579, boulevard de Marion",Micheldan,France,Europe,+33 1 20 91 09 20,27677,josette44@lecoq.com
462,Maillot,Yves,1977-12-28,2010-08-28,"82, boulevard Charles Boyer",Saint Julien,France,Europe,+33 4 21 99 28 00,22340,pelletieralain@boyer.org
463,Bouvier,Andrée,1990-05-01,2019-05-23,rue Delorme,Nguyen,France,Europe,,23397,lopezlucie@ramos.com
464,Chrétien,Claire,1977-07-03,2014-03-06T14:30:56.287485,"83, chemin de Cousin",Saint Rogernec,France,Europe,,64326,pierre25@allard.org
465,Guérin,Auguste,1972-07-02,2023-01-28,"22, boulevard Pascal",Laine,France,Europe,,31296,christophehoarau@martin.com
466,Guérin,Lucie,1992-12-31,2013-01-19,avenue de Laine,Aubert-les-Bains,France,Europe,+33 4 11 64 76 21,33608,leonbegue@orange.fr
467,Mace,Lucy,1980-12-20,2020-04-28,"236, rue Paris",Sainte David,France,Europe,05 68 64 15 30,66035,noemivoisin@lesage.fr
468,Picard,Tristan,1937-09-17,2016-02-05,"37, boulevard Petitjean",Gérard,France,Europe,01 27 07 61 90,63080,alexcousin@tiscali.fr
469,Gaillard,Jacqueline,1966-02-14,2019-08-29,"32, rue de Thomas",Saint Aurore,France,Europe,,82719,adidier@torres.org
470,Weber,Caroline,1983-11-30,2009-03-13,"3, avenue de Devaux",Neveu,France,Europe,+33 1 84 71 75 68,89307,julespascal@da.net
471,Lopez,Henriette,1977-06-20,2013-12-02,"22, rue Dumas",Merle,France,Europe,0450391140,99892,ztexier@voila.fr
472,Lamy,Isaac,1953-08-12,2022-09-09,"97, avenue de Hervé",Langlois-sur-Daniel,France,Europe,+33 (0)3 91 47 45 27,77916,renaultauguste@jean.net
473,Ollivier,Augustin,1994-02-17,2014-03-06T14:30:56.287485,chemin Caron,Sainte Olivier,France,Europe,01 55 25 79 46,64916,eboyer@louis.net
474,Leconte,Jérôme,1938-09-14,2011-09-18,"73, rue de Da Silva",Delorme-les-Bains,France,Europe,+33 1 14 31 35 40,29266,christelle33@poulain.fr
475,Carlier,Agathe,1966-03-04,2015-09-21,"348, boulevard de Texier",Chartier,France,Europe,+33 (0)5 77 80 14 12,64927,leroyhugues@noos.fr
476,Nicolas,Josette,1936-07-27,2018-12-21,"9, rue Zacharie Fernandez",RoyerVille,France,Europe,+33 (0)5 20 99 79 88,33538,margotbazin@tiscali.fr
477,Gosselin,Aurélie,1940-11-12,2022-05-19,"198, chemin Deschamps",Gérard-sur-Gomes,France,Europe,04 19 61 56 89,40481,margauxnoel@pires.com
478,Roux,Jeanne,1989-12-23,2010-08-25,"71, boulevard Charpentier",Pinto-sur-Mer,France,Europe,,20591,vmathieu@bouygtel.fr
479,Boucher,Hugues,1988-11-29,2014-03-09,chemin de Mahe,Sainte Alex-les-Bains,France,Europe,+33 (0)5 65 15 41 31,14799,edithremy@laposte.net
480,Bonnet,Étienne,1989-01-14,2009-06-26,"261, boulevard de Wagner",Marieboeuf,France,Europe,+33 (0)8 00 14 50 61,75791,oberger@orange.fr
481,Ramos,Nathalie,1991-11-04,2013-01-08,"15, rue Maillot",Valentin,France,Europe,+33 (0)1 86 14 25 64,95475,laurebenard@club-internet.fr
482,Verdier,Marianne,1987-05-23,2015-01-17,chemin de Ferrand,Rivière-sur-Legendre,France,Europe,+33 (0)4 14 91 63 72,79104,sclerc@rossi.fr
483,Delannoy,Manon,1981-01-08,2010-04-06,"88, boulevard de Delahaye",Perret,France,Europe,,59714,iroy@brunel.com
484,Jacquot,Pénélope,1956-03-02,2016-10-15,"139, rue Moreno",Dupont,France,Europe,,93611,ybonnet@bouygtel.fr
485,Hamon,Susanne,1966-07-26,2009-10-02,"5, chemin Allard",Techer,France,Europe,+33 5 05 31 37 54,85658,wlamy@bouchet.com
486,Lecoq,Benoît,1997-04-10,2016-06-10,"4, avenue de Le Roux",Meyer,France,Europe,,02259,leducyves@laine.net
487,Lambert,Hélène,2005-12-19,2011-10-20,"557, rue Jacquet",RodriguesVille,France,Europe,+33 (0)5 68 38 74 07,33978,josephchauveau@guillot.com
488,Boulay,Alfred,1975-06-09,2013-12-23,"844, chemin Auguste Perrot",Boucher,France,Europe,0631388795,48641,michellemarion@voila.fr
489,Ribeiro,David,1965-03-28,2018-06-11,"68, rue de Wagner",Meunier,France,Europe,0463019348,59122,agnes89@berthelot.com
490,Renard,Richard,1933-12-24,2019-11-25,"51, rue Margot Rodriguez",Blin,France,Europe,,42905,glemaire@tiscali.fr
491,Poulain,Suzanne,1956-07-03,2018-03-17,"69, avenue Alix Lemonnier",Deschamps-sur-Mer,France,Europe,01 29 43 59 92,73781,agnespoirier@blin.fr
492,Masse,Valérie,1988-06-03,2010-06-10,"61, chemin Thierry",Dupontdan,France,Europe,,17330,antoinetteperrier@sfr.fr
493,Pereira,Célina,1982-09-01,2018-10-11,boulevard Renée Petit,Foucher,France,Europe,+33 5 31 32 76 80,98525,ineshenry@tele2.fr
494,Guibert,Claire,1974-01-12,2016-01-05,"48, boulevard de Giraud",Sainte HenriVille,France,Europe,06 05 52 76 58,59892,zjourdan@charpentier.fr
495,Faivre,Adrienne,1934-12-02,2018-07-23,chemin de Mathieu,Saint Zoédan,France,Europe,,59079,madeleine86@gomes.org
496,Delorme,Aimé,1984-02-04,2013-05-04,"221, rue de Boucher",Perez,France,Europe,03 83 08 88 74,54861,suzannehumbert@toussaint.net
497,Mallet,Augustin,2001-04-14,2014-03-06T14:30:56.287485,rue de Olivier,Bailly,France,Europe,,61605,lorrainebouchet@renard.net
498,David,Franck,1972-12-26,2012-11-10,"55, rue Guyon",Ledoux,France,Europe,+33 (0)3 71 79 37 40,50213,blecoq@laposte.net
499,Buisson,Richard,1997-01-26,2015-09-05,"255, rue de Alves",Letelliernec,France,Europe,0150585262,32391,anastasiebouvier@leveque.fr
500,Lefèvre,Maurice,1952-09-02,2023-04-11,"49, boulevard Paris",Saint Odette,France,Europe,0260996158,45645,timotheemunoz@free.fr
501,Bouvier,Arthur,1969-03-30,2014-03-06T14:30:56.287485,"3, avenue de Breton",Renault-sur-Gilles,France,Europe,+33 (0)8 06 78 41 69,75898,adelaide13@renaud.fr
502,Techer,Lorraine,1934-10-29,2014-03-06T14:30:56.287485,"14, rue Éléonore Paris",Guillaume,France,Europe,06 03 84 24 78,77626,olouis@bouygtel.fr
503,Colin,Léon,1966-07-08,2014-03-06T14:30:56.287485,"50, rue Jules Chauveau",Sainte OdetteBourg,France,Europe,08 06 39 62 74,23028,gregoirecapucine@noos.fr
504,Diallo,Bertrand,2001-01-30,2016-10-18,avenue Juliette Diaz,Lemaître,France,Europe,0111051922,58268,stephane35@yahoo.fr
505,Marie,Matthieu,1977-06-19,2009-07-16,rue de Roger,JacquesVille,France,Europe,01 51 76 18 00,96162,alfred74@bouygtel.fr
506,Bourdon,Hugues,1991-08-14,2011-02-04,"89, avenue Gabrielle Hubert",Bodin-sur-Lambert,France,Europe,0568648385,43594,sophie74@noos.fr
507,Noël,Zacharie,1941-02-08,2010-05-12,"37, chemin de Aubert",Saint Martine,France,Europe,,00057,ilegros@techer.net
508,Jean,Alphonse,1959-11-12,2014-03-06T14:30:56.287485,"2, rue Coulon",Saint Astrid-la-Forêt,France,Europe,+33 3 00 76 14 68,94020,ines84@da.fr
509,Morvan,Aurore,1942-09-21,2014-03-06T14:30:56.287485,chemin Théophile Da Silva,Gomesboeuf,France,Europe,,13790,vpires@wanadoo.fr
510,Mercier,Roger,1994-11-24,2017-01-10,"727, boulevard de Hardy",Pascal,France,Europe,+33 (0)1 57 28 08 30,83393,xguillot@lefebvre.fr
511,Bigot,Andrée,1972-08-05,2018-09-02,"19, rue Marc Letellier",Caron-la-Forêt,France,Europe,+33 1 98 92 64 91,64097,michele70@yahoo.fr
512,Girard,Luce,1978-01-06,2015-05-13,"41, avenue de Boucher",Courtois,France,Europe,+33 6 38 50 10 87,57476,sophiebailly@mathieu.com
513,Verdier,Marc,1954-08-18,2013-03-03,"7, rue Colette Boutin",Saint Hugues,France,Europe,0802826330,70373,michelraymond@noos.fr
514,Brunet,Océane,1973-02-05,2019-10-22,"24, rue Grégoire Legendre",Vidal,France,Europe,+33 (0)4 06 88 14 07,49626,madeleine07@besson.com
515,Carlier,Corinne,1935-06-02,2014-03-06T14:30:56.287485,"894, chemin de Caron",Leducboeuf,France,Europe,,66771,constancedupre@neveu.com
516,Delannoy,Agnès,1997-04-05,2024-01-30,"917, rue de Chartier",Rémy,France,Europe,02 89 61 14 06,28404,xdescamps@mallet.fr
517,Samson,Bernard,1968-09-16,2015-09-04,"309, boulevard Louis Vidal",Hernandez,France,Europe,0572014050,70552,faurehugues@lebrun.fr
518,Vallée,Guillaume,1995-06-29,2019-01-22,"2, rue Robert Vasseur",Camus,France,Europe,03 23 50 91 82,46389,hortense75@free.fr
519,Vidal,Noémi,1939-11-22,2009-07-27,"5, chemin Isaac Dupuy",Leconte,France,Europe,+33 (0)4 89 75 36 49,65147,valleepatricia@chauvin.fr
520,Martins,Manon,1957-04-28,2018-10-13,avenue Tessier,Vallet,France,Europe,+33 2 13 99 25 52,99407,maryseetienne@fernandez.fr
521,Étienne,Adrienne,1992-12-16,2022-08-19,"88, rue de Moulin",Sainte Madeleine,France,Europe,,64545,dos-santoscapucine@boyer.fr
522,Garnier,Amélie,1954-03-01,2017-07-18,"1, boulevard de Camus",BrunVille,France,Europe,,39579,bonneaumichelle@diallo.fr
523,Lebreton,Henri,1963-10-07,2009-08-22,"27, chemin Vidal",RoyVille,France,Europe,+33 (0)5 83 77 14 43,57403,fredericparis@marty.fr
524,Baron,Michel,1942-09-11,2020-08-01,rue de Bonneau,Saint Renédan,France,Europe,,35548,victoiremonnier@dupuis.fr
525,Bouchet,Tristan,2002-03-28,2015-03-23,"4, boulevard de Guillou",Sainte Brigitte-sur-Mer,France,Europe,+33 1 13 36 82 48,31990,briandjosette@barbe.com
526,Hervé,André,1982-12-01,2013-05-03,"80, avenue Victoire Bernard",Sainte Suzanne,France,Europe,0472448161,97051,patrick44@live.com
527,Léger,Augustin,1950-08-20,2017-06-03,"78, rue Gay",Saint Édouard,France,Europe,+33 1 62 51 32 65,94394,adele96@orange.fr
528,Gomes,Nicolas,2002-07-22,2020-05-19,"97, rue Roussel",Leclerc,France,Europe,0110282943,36459,moreltimothee@sfr.fr
529,Lebreton,Dominique,2003-10-12,2019-11-13,"2, avenue de Martel",Saint Jérômeboeuf,France,Europe,,24277,bousquetmarianne@sfr.fr
530,Maury,Nicolas,1956-03-13,2014-03-06T14:30:56.287485,chemin Sophie Roussel,LegrandVille,France,Europe,,15011,clemencelevy@gmail.com
531,Berthelot,Victoire,1988-03-31,2015-09-30,"25, chemin Turpin",Dubois,France,Europe,+33 8 01 08 92 77,54526,augustechretien@tele2.fr
532,Bertrand,Pauline,1989-02-06,2009-10-19,"752, boulevard Simone Gosselin",Ferreiradan,France,Europe,01 14 26 60 44,23531,alice45@dbmail.com
533,Duval,Françoise,1939-10-20,2021-01-04,"986, boulevard de Le Goff",Da Costa,France,Europe,+33 (0)2 71 76 54 82,84532,chauveauthierry@free.fr
534,Garnier,Gabriel,1974-11-17,2014-03-06T14:30:56.287485,rue Lelièvre,Guillaume-la-Forêt,France,Europe,+33 3 78 37 48 98,16694,timothee99@loiseau.fr
535,Fernandez,Monique,1969-11-07,2011-08-11,"80, chemin Rémy Benoit",Blancnec,France,Europe,+33 (0)1 51 12 85 68,94984,nathalie78@yahoo.fr
536,Guillaume,Amélie,1989-10-29,2015-06-12,"6, rue Marcel Guilbert",Lemoine,France,Europe,0397555245,38961,emileriviere@tiscali.fr
537,Pruvost,Manon,1941-10-20,2014-01-10,"856, rue Morel",Pasquier,France,Europe,02 58 15 19 13,77542,francois64@maillard.com
538,Lenoir,Guy,1970-12-19,2011-03-30,"40, boulevard Marin",Maillot-sur-Baudry,France,Europe,+33 5 06 27 58 28,53380,zvaillant@ifrance.com
539,Salmon,Julie,1952-06-02,2016-10-16,"357, chemin Hernandez",Maillard-sur-Mahe,France,Europe,01 58 24 02 17,64257,augustincosta@gmail.com
540,Martins,Roger,1985-10-12,2012-07-03,"74, rue Maurice Ferreira",Perrier,France,Europe,+33 1 37 63 42 81,35644,hdiallo@orange.fr
541,Teixeira,Joseph,1987-10-14,2019-05-05,"67, chemin Aimée Blot",GodardVille,France,Europe,+33 (0)1 63 61 99 51,67604,nathgarnier@lemoine.net
542,Georges,Maggie,1980-06-02,2014-03-06T14:30:56.287485,"3, boulevard Martine Noël",Maillotdan,France,Europe,0100997518,88225,xgillet@masse.fr
543,Parent,Adrienne,1943-11-22,2017-05-20,"2, rue Camus",Saint RichardVille,France,Europe,0269498793,26314,christianethibault@weiss.com
544,Da Costa,Alfred,1988-09-25,2015-10-08,"53, rue Peron",Nguyen-les-Bains,France,Europe,+33 1 65 31 60 81,46336,wthibault@tele2.fr
545,Chevallier,Étienne,1984-10-15,2014-06-11,"626, boulevard Le Gall",Vaillant,France,Europe,+33 (0)1 63 75 01 67,34294,mathilde04@boulay.com
546,Carpentier,Mathilde,1950-03-05,2014-03-06T14:30:56.287485,rue Guibert,DumasVille,France,Europe,+33 2 19 87 80 14,78228,teixeiraadrienne@fischer.net
547,Durand,Claude,1948-10-30,2023-02-28,"50, chemin Émilie Lenoir",Chauvet-la-Forêt,France,Europe,+33 (0)1 32 76 94 72,06908,carrecorinne@poirier.com
548,Valentin,Élise,2000-11-14,2019-08-26,"77, chemin de Daniel",Fischer-sur-Mer,France,Europe,+33 1 36 06 80 27,46083,christophele-gall@live.com
549,Voisin,Antoinette,1970-10-23,2014-03-06T14:30:56.287485,boulevard Paulette Perret,Gosselin,France,Europe,+33 8 09 18 00 42,90219,durandisaac@lambert.com
550,Martel,Inès,1972-03-05,2014-03-06T14:30:56.287485,"1, chemin de Gonzalez",Salmonnec,France,Europe,+33 8 04 63 09 91,87673,guichardcharles@tiscali.fr
551,Rodrigues,François,1971-06-20,2013-01-26,"18, avenue Louise Rocher",Saint Luce,France,Europe,+33 (0)5 43 10 65 96,74410,denislemoine@gmail.com
552,Vasseur,Stéphane,1956-01-29,2012-11-24,"90, rue Perez",DupréBourg,France,Europe,+33 (0)2 83 44 01 15,50156,rouxmathilde@laposte.net
553,Gonzalez,Adèle,1988-11-12,2021-07-20,boulevard Pereira,Alves-sur-Pinto,France,Europe,01 90 37 54 84,89732,tgomes@seguin.net
554,Morvan,Victor,1974-10-05,2013-07-20,"68, chemin Guillon",Grégoire,France,Europe,,52769,catherine02@yahoo.fr
555,Hoarau,Patrick,1935-10-31,2022-02-05,"81, boulevard Gilbert",Vincentnec,France,Europe,+33 4 23 29 79 54,47239,briandhenri@dbmail.com
556,Pichon,Georges,1952-06-11,2014-01-21,"73, boulevard de Alexandre",Adamdan,France,Europe,04 18 29 25 33,38489,cdevaux@robin.fr
557,Bègue,Honoré,1933-08-05,2014-08-08,"264, avenue de Brunel",Besnard,France,Europe,+33 1 13 28 90 35,28065,mmichaud@laposte.net
558,Lecoq,Julie,1967-07-29,2009-06-24,"12, rue Rocher",Seguin,France,Europe,0621481124,84817,wdelattre@bouygtel.fr
559,Perez,Roland,1967-07-10,2016-03-17,"32, avenue Éléonore Marty",Sainte BernardVille,France,Europe,+33 1 90 00 16 63,25636,humbertalex@simon.fr
560,Bousquet,Renée,1964-01-15,2018-04-17,boulevard de Maillet,Saint Léon,France,Europe,08 02 20 17 80,75035,henri02@jourdan.org
561,Chevallier,Corinne,2001-09-26,2011-09-14,"23, boulevard de Blanchet",Marion,France,Europe,0556601263,67322,marcellepetit@live.com
562,Benoit,Robert,1975-04-21,2009-11-20,"38, chemin Bernard Guillaume",Devaux-les-Bains,France,Europe,0237575925,81765,xbonneau@fabre.net
563,Duval,Nicole,1985-09-03,2018-10-05,chemin de Laine,Nicolas-les-Bains,France,Europe,0584759410,03890,qbouvet@laposte.net
564,Boyer,Roland,1959-04-12,2023-09-17,"15, rue Hélène Bonnin",Philippe,France,Europe,+33 (0)8 05 13 96 25,82840,patricia41@free.fr
565,Bouchet,Valentine,2003-09-22,2015-05-04,"145, avenue Aurore Pasquier",Guyot-la-Forêt,France,Europe,05 11 82 07 00,11530,ngimenez@guyon.com
566,Barbier,Éléonore,1960-01-22,2014-04-09,"56, chemin Agnès Renard",Saint JacquelineBourg,France,Europe,01 62 28 41 92,78633,colinmaryse@hotmail.fr
567,Barthelemy,Susanne,1966-02-19,2018-11-04,"42, rue Dumont",Cohenboeuf,France,Europe,0348033219,12766,astrid32@tele2.fr
568,Guillet,Bernard,1957-02-23,2024-01-28,"3, chemin Marcel Fernandez",Pottier,France,Europe,0616996336,20279,salmonthomas@club-internet.fr
569,Rolland,Daniel,1941-09-15,2019-05-02,"4, avenue de Lopes",Lemaître,France,Europe,03 48 07 81 67,16872,abecker@henry.org
570,Deschamps,Hugues,1954-11-08,2014-06-11,"50, rue Delattre",Saint Alix,France,Europe,0805030383,30641,hclement@club-internet.fr
571,Moreau,Nath,1954-06-04,2012-09-15,boulevard Clémence Rémy,Besnard,France,Europe,,36263,alexandriemartins@dbmail.com
572,Mahe,Émile,1977-07-01,2020-09-12,"2, boulevard de Joubert",Salmonboeuf,France,Europe,+33 8 03 05 33 07,52219,catherinebuisson@blin.net
573,Ruiz,Stéphanie,1955-10-05,2011-08-06,"64, boulevard Pottier",Sainte Suzanneboeuf,France,Europe,+33 (0)4 63 90 11 58,70183,bbourgeois@tele2.fr
574,Georges,Yves,1946-09-01,2019-05-01,avenue de Regnier,Sainte Louisnec,France,Europe,,60324,le-galldorothee@morin.com
575,Legendre,Benoît,1963-07-26,2016-01-23,"33, rue Carpentier",Aubry,France,Europe,+33 1 04 47 46 59,50154,philippinegimenez@blot.fr
576,Clément,Lucy,1984-10-16,2021-10-09,"58, boulevard Chrétien",Hervé-les-Bains,France,Europe,0149633287,87198,renee26@moulin.fr
577,Ribeiro,Odette,1960-10-13,2017-08-17,"60, chemin de Leleu",Leclercq,France,Europe,02 62 76 15 53,95566,dmace@yahoo.fr
578,Blanc,Philippe,1943-11-05,2014-09-09,"56, avenue Colas",Dupont-sur-Hoarau,France,Europe,+33 (0)5 75 69 07 34,36659,anais43@robert.fr
579,Letellier,Paul,1950-05-23,2011-08-09,"284, chemin Deschamps",Le Roux,France,Europe,+33 2 00 63 79 92,46592,brunetelisabeth@langlois.com
580,Diallo,Virginie,1939-03-03,2024-02-19,"40, rue Thérèse Charles",Saint Catherine-sur-Mer,France,Europe,0573716186,51857,etienne73@tessier.com
581,Duval,Christine,1998-04-08,2022-03-04,rue de Gilles,Sainte Virginie,France,Europe,0194026806,51148,hmaury@sfr.fr
582,Diaz,Luce,1998-12-08,2017-11-22,"358, avenue de Germain",Texier,France,Europe,0527862464,94821,frederic79@noos.fr
583,Georges,Colette,1961-07-05,2018-08-20,"23, avenue Lucas",Gillet,France,Europe,+33 6 59 20 54 39,95403,royfrancoise@vasseur.com
584,Parent,Matthieu,1941-03-27,2022-11-17,"39, boulevard Marine Antoine",Marty,France,Europe,+33 6 04 21 39 69,63434,ychevalier@bouygtel.fr
585,Fleury,Caroline,1960-05-18,2019-11-01,"600, rue Pottier",Valletdan,France,Europe,+33 (0)3 06 55 31 12,31849,lecoqzacharie@bertin.net
586,Delorme,Monique,1942-12-02,2020-05-15,"3, avenue de Barthelemy",Bonnin-la-Forêt,France,Europe,+33 5 91 90 51 69,57418,perezmichel@dbmail.com
587,Vasseur,Margot,1984-10-11,2015-08-19,"92, rue de Maillet",Barbier,France,Europe,06 21 48 05 58,07881,josephvincent@bouvet.fr
588,Couturier,Odette,1959-09-01,2014-11-16,"99, rue de Étienne",Lambert,France,Europe,01 18 35 37 14,67191,mmoulin@club-internet.fr
589,Turpin,Hortense,1951-12-27,2023-05-18,"15, rue Berthelot",Gillet,France,Europe,06 01 67 47 58,29424,qschneider@gonzalez.com
590,Navarro,Suzanne,1990-09-11,2019-02-27,boulevard Christophe Merle,Sainte Auguste,France,Europe,+33 3 11 52 61 05,46141,mhamel@merle.net
591,Clément,Anastasie,1951-05-16,2015-09-25,"41, avenue Alfred Marion",Lefort,France,Europe,+33 1 28 83 09 91,07833,weberanais@tele2.fr
592,Grondin,Virginie,2001-08-25,2015-03-23,"1, rue Collin",Lemonnier,France,Europe,,48361,lorraine62@wanadoo.fr
593,Torres,Arnaude,1981-02-06,2020-02-05,chemin Meyer,Riou-sur-Faivre,France,Europe,0127267075,96184,vfoucher@orange.fr
594,Le Roux,Valérie,1979-07-28,2012-11-10,rue Anne Gillet,Sainte ValérieBourg,France,Europe,,89148,benjamindelattre@lecoq.com
595,Rivière,Olivier,1975-01-10,2013-04-14,rue de Leblanc,Jean,France,Europe,01 82 30 67 94,04301,boucheralexandre@live.com
596,Martinez,François,2002-09-22,2016-11-07,"53, boulevard Suzanne Pages",Clément,France,Europe,,69038,bigotmargot@sfr.fr
597,Arnaud,Christophe,1995-07-20,2019-08-03,"4, rue Julien Fischer",Gaudin-sur-Mer,France,Europe,0515280422,15169,guilloufrederique@yahoo.fr
598,Loiseau,René,1949-08-13,2013-10-09,"94, avenue Julien Renard",Dupontnec,France,Europe,0336512250,56637,plefort@tiscali.fr
599,Letellier,Aimée,2000-07-16,2017-09-02,"55, rue Olivie Marie",Lamy,France,Europe,0143961606,51235,colincharles@gmail.com
600,Petitjean,Valentine,1961-05-27,2014-03-06T14:30:56.287485,"80, avenue de Pires",Allain-les-Bains,France,Europe,,71819,garciaconstance@baron.fr
601,Raynaud,Chantal,1935-12-18,2019-10-06,chemin de Payet,Bernard,France,Europe,+33 (0)3 75 78 02 81,95285,arthurmathieu@fernandez.fr
602,Robert,Claudine,1951-06-07,2016-04-13,"8, rue Fernandes",Besnardnec,France,Europe,05 81 47 22 99,05910,udeschamps@brunel.com
603,Girard,Marine,2001-03-27,2010-10-03,rue Martin Lacroix,Rollanddan,France,Europe,,64395,rogerschneider@baudry.com
604,Raynaud,Anaïs,1966-02-21,2011-01-13,"24, chemin Noémi Vallée",Tanguydan,France,Europe,,60638,fmunoz@thibault.fr
605,Blanchard,Anouk,1993-11-14,2021-09-08,"193, boulevard Chrétien",Sainte William-les-Bains,France,Europe,0113004042,73699,tgiraud@dbmail.com
606,Faivre,Denise,1990-06-22,2020-12-19,rue Labbé,Perezdan,France,Europe,+33 (0)5 83 00 92 84,95066,teixeirafranck@couturier.net
607,Salmon,Édouard,1968-07-27,2017-07-08,"5, rue de Hebert",Dufour,France,Europe,01 44 81 55 10,41826,colette65@richard.com
608,Bertrand,Monique,1979-06-07,2011-04-01,"89, avenue de Thierry",RuizBourg,France,Europe,+33 2 76 35 68 70,16755,martingirard@maillot.fr
609,Rossi,Vincent,1993-01-19,2011-08-30,"13, boulevard Durand",Menard,France,Europe,+33 (0)8 01 34 45 23,40851,catherinefontaine@orange.fr
610,Bruneau,Raymond,1943-08-11,2023-01-09,boulevard Maury,Richard,France,Europe,+33 (0)8 05 16 52 03,66955,robert44@rodriguez.org
611,Lemonnier,Zacharie,1983-10-12,2019-08-11,"441, boulevard de Roussel",Prévost,France,Europe,+33 1 78 64 66 21,36540,rfaivre@orange.fr
612,Dupuy,Michelle,2000-05-19,2011-08-29,"935, rue de Royer",Sainte Louisedan,France,Europe,0377356055,29553,ppotier@noos.fr
613,Ferrand,Sylvie,1996-04-28,2009-12-07,"20, chemin Arnaude Couturier",Sainte Margauxnec,France,Europe,+33 3 69 74 43 93,94433,christine39@voila.fr
614,Gomes,Adrienne,1982-06-22,2016-08-30,"84, avenue Michelle Paris",Berthelot,France,Europe,,52570,bbenard@sfr.fr
615,Gilbert,Étienne,1996-01-10,2012-12-13,"59, boulevard Éric Blanc",Lenoir,France,Europe,+33 (0)1 15 50 42 06,17818,kjacob@lemoine.com
616,Gros,Jacques,1996-07-06,2022-06-07,"32, avenue Louis Courtois",Morin-sur-Mer,France,Europe,,64238,christophecousin@sfr.fr
617,Fouquet,Sophie,1966-07-02,2014-03-06T14:30:56.287485,"6, boulevard Anastasie Diallo",Saint Margot,France,Europe,+33 1 61 24 63 39,73204,josette52@noos.fr
618,Blanchet,Simone,1964-08-28,2024-01-11,"7, chemin de Cohen",Merle,France,Europe,0311081778,09709,gauthierraymond@laporte.net
619,Torres,Éric,1952-12-09,2014-07-09,"2, avenue Madeleine Boulanger",Verdier,France,Europe,+33 (0)4 60 38 10 32,94653,pintoadrien@bouygtel.fr
620,Munoz,Sabine,1991-05-19,2021-02-17,"4, rue Luce Hoareau",Sainte Claudine-les-Bains,France,Europe,0192730097,79784,philippele-roux@hamel.org
621,Bruneau,Juliette,1936-07-31,2021-12-03,"51, boulevard de Langlois",Salmon,France,Europe,03 97 93 28 23,26185,jacobjeanne@laposte.net
622,Lebrun,Georges,1938-07-12,2012-09-15,"47, boulevard Muller",Barthelemy,France,Europe,+33 (0)2 40 28 71 40,80678,irobert@dbmail.com
623,Nguyen,Capucine,1970-11-24,2022-09-06,"7, chemin Leroux",ChauvinBourg,France,Europe,,75728,oceane91@orange.fr
624,Garnier,Marcel,1943-08-28,2017-05-20,"6, rue Capucine Bertin",Faurenec,France,Europe,+33 3 92 64 06 79,18293,auguste48@benoit.org
625,Garcia,Zacharie,1968-11-09,2014-03-06T14:30:56.287485,"1, avenue de Pierre",Lefebvre,France,Europe,0122741312,34276,sdelahaye@ifrance.com
626,Marty,Jérôme,1983-04-10,2015-05-24,"773, rue de Michaud",VasseurBourg,France,Europe,+33 (0)2 76 79 89 44,63941,yneveu@yahoo.fr
627,Perrot,Rémy,1971-12-27,2022-01-09,"41, chemin Boutin",Rousseau,France,Europe,+33 (0)1 88 37 45 94,24645,gerardanne@hotmail.fr
628,Bouvet,Chantal,1977-11-20,2020-03-25,"89, boulevard de Evrard",Perrin,France,Europe,+33 (0)4 21 09 52 32,75620,jules37@yahoo.fr
629,Gérard,Christine,2005-06-02,2009-06-09,"4, avenue Gosselin",Valentin,France,Europe,0238224410,43979,gfournier@vincent.com
630,Dumas,Léon,1983-02-22,2012-05-20,"11, rue Nathalie Guichard",Guérin,France,Europe,,79168,audreydurand@club-internet.fr
